img_id,ref_id,score
a0019-jmac_MG_0653_N4.png,a0019-jmac_MG_0653.png,1.18
a0019-jmac_MG_0653_P0.png,a0019-jmac_MG_0653.png,6.49
a0019-jmac_MG_0653_P1.png,a0019-jmac_MG_0653.png,7.25
a0019-jmac_MG_0653_P2.png,a0019-jmac_MG_0653.png,7.57
a0019-jmac_MG_0653_P3.png,a0019-jmac_MG_0653.png,7.12
a0019-jmac_MG_0653_P4.png,a0019-jmac_MG_0653.png,6.03
a0020-jmac_MG_6225_N1.png,a0020-jmac_MG_6225.png,6.95
a0020-jmac_MG_6225_N2.png,a0020-jmac_MG_6225.png,5.6
a0020-jmac_MG_6225_N3.png,a0020-jmac_MG_6225.png,3.04
a0020-jmac_MG_6225_N4.png,a0020-jmac_MG_6225.png,1.45
a0020-jmac_MG_6225_P0.png,a0020-jmac_MG_6225.png,7.27
a0020-jmac_MG_6225_P1.png,a0020-jmac_MG_6225.png,6.84
a0020-jmac_MG_6225_P2.png,a0020-jmac_MG_6225.png,5.33
a0020-jmac_MG_6225_P3.png,a0020-jmac_MG_6225.png,2.62
a0020-jmac_MG_6225_P4.png,a0020-jmac_MG_6225.png,1.76
a0021-07-11-28-at-09h22m57s-_MG_7427_N1.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,3.2
a0021-07-11-28-at-09h22m57s-_MG_7427_N2.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,1.85
a0021-07-11-28-at-09h22m57s-_MG_7427_N3.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,1.07
a0021-07-11-28-at-09h22m57s-_MG_7427_N4.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,0.81
a0021-07-11-28-at-09h22m57s-_MG_7427_P0.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,5.36
a0021-07-11-28-at-09h22m57s-_MG_7427_P1.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,6.41
a0021-07-11-28-at-09h22m57s-_MG_7427_P2.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,6.05
a0021-07-11-28-at-09h22m57s-_MG_7427_P3.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,3.94
a0021-07-11-28-at-09h22m57s-_MG_7427_P4.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,1.83
a0022-IMG_2380_N1.png,a0022-IMG_2380.png,4.86
a0022-IMG_2380_N2.png,a0022-IMG_2380.png,3.57
a0022-IMG_2380_N3.png,a0022-IMG_2380.png,2.36
a0022-IMG_2380_N4.png,a0022-IMG_2380.png,1.44
a0022-IMG_2380_P0.png,a0022-IMG_2380.png,5.9
a0022-IMG_2380_P1.png,a0022-IMG_2380.png,6.19
a0022-IMG_2380_P2.png,a0022-IMG_2380.png,5.33
a0022-IMG_2380_P3.png,a0022-IMG_2380.png,3.3
a0022-IMG_2380_P4.png,a0022-IMG_2380.png,2.04
a0023-07-06-02-at-15h06m48-s_MG_1489_N1.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,5.15
a0023-07-06-02-at-15h06m48-s_MG_1489_N2.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,3.67
a0023-07-06-02-at-15h06m48-s_MG_1489_N3.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,2
a0023-07-06-02-at-15h06m48-s_MG_1489_N4.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,1.19
a0023-07-06-02-at-15h06m48-s_MG_1489_P0.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.45
a0023-07-06-02-at-15h06m48-s_MG_1489_P1.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.97
a0023-07-06-02-at-15h06m48-s_MG_1489_P2.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.48
a0023-07-06-02-at-15h06m48-s_MG_1489_P3.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,5.26
a0023-07-06-02-at-15h06m48-s_MG_1489_P4.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,2.84
a0024-_DSC8932_N1.png,a0024-_DSC8932.png,6.63
a0024-_DSC8932_N2.png,a0024-_DSC8932.png,6.03
a0024-_DSC8932_N3.png,a0024-_DSC8932.png,4.67
a0024-_DSC8932_N4.png,a0024-_DSC8932.png,2.79
a0024-_DSC8932_P0.png,a0024-_DSC8932.png,6.61
a0024-_DSC8932_P1.png,a0024-_DSC8932.png,6.15
a0024-_DSC8932_P2.png,a0024-_DSC8932.png,5
a0024-_DSC8932_P3.png,a0024-_DSC8932.png,3.47
a0024-_DSC8932_P4.png,a0024-_DSC8932.png,1.68
a0025-kme_298_N1.png,a0025-kme_298.png,5.57
a0025-kme_298_N2.png,a0025-kme_298.png,3.82
a0025-kme_298_N3.png,a0025-kme_298.png,1.79
a0025-kme_298_N4.png,a0025-kme_298.png,0.98
a0025-kme_298_P0.png,a0025-kme_298.png,6.3
a0025-kme_298_P1.png,a0025-kme_298.png,5.95
a0025-kme_298_P2.png,a0025-kme_298.png,4.02
a0025-kme_298_P3.png,a0025-kme_298.png,1.89
a0025-kme_298_P4.png,a0025-kme_298.png,0.97
a0026-kme_391_N1.png,a0026-kme_391.png,5.03
a0026-kme_391_N2.png,a0026-kme_391.png,3.48
a0026-kme_391_N3.png,a0026-kme_391.png,2.27
a0026-kme_391_N4.png,a0026-kme_391.png,1.15
a0026-kme_391_P0.png,a0026-kme_391.png,6.05
a0026-kme_391_P1.png,a0026-kme_391.png,6.56
a0026-kme_391_P2.png,a0026-kme_391.png,6.14
a0026-kme_391_P3.png,a0026-kme_391.png,4.33
a0026-kme_391_P4.png,a0026-kme_391.png,2.8
a0027-IMG_3964_N1.png,a0027-IMG_3964.png,4.03
a0027-IMG_3964_N2.png,a0027-IMG_3964.png,2.59
a0027-IMG_3964_N3.png,a0027-IMG_3964.png,1.49
a0027-IMG_3964_N4.png,a0027-IMG_3964.png,0.99
a0027-IMG_3964_P0.png,a0027-IMG_3964.png,5.52
a0027-IMG_3964_P1.png,a0027-IMG_3964.png,6.17
a0027-IMG_3964_P2.png,a0027-IMG_3964.png,5.62
a0027-IMG_3964_P3.png,a0027-IMG_3964.png,4.37
a0027-IMG_3964_P4.png,a0027-IMG_3964.png,2.27
a0028-_DSC0032_N1.png,a0028-_DSC0032.png,5.75
a0028-_DSC0032_N2.png,a0028-_DSC0032.png,4.08
a0028-_DSC0032_N3.png,a0028-_DSC0032.png,2.11
a0028-_DSC0032_N4.png,a0028-_DSC0032.png,1.04
a0028-_DSC0032_P0.png,a0028-_DSC0032.png,6.22
a0028-_DSC0032_P1.png,a0028-_DSC0032.png,5.9
a0028-_DSC0032_P2.png,a0028-_DSC0032.png,4.33
a0028-_DSC0032_P3.png,a0028-_DSC0032.png,2.46
a0028-_DSC0032_P4.png,a0028-_DSC0032.png,1.47
a0029-jmac_DSC3974_N1.png,a0029-jmac_DSC3974.png,7.43
a0029-jmac_DSC3974_N2.png,a0029-jmac_DSC3974.png,6.33
a0029-jmac_DSC3974_N3.png,a0029-jmac_DSC3974.png,4.2
a0029-jmac_DSC3974_N4.png,a0029-jmac_DSC3974.png,2
a0029-jmac_DSC3974_P0.png,a0029-jmac_DSC3974.png,7.48
a0029-jmac_DSC3974_P1.png,a0029-jmac_DSC3974.png,6.87
a0029-jmac_DSC3974_P2.png,a0029-jmac_DSC3974.png,4.75
a0029-jmac_DSC3974_P3.png,a0029-jmac_DSC3974.png,2.64
a0029-jmac_DSC3974_P4.png,a0029-jmac_DSC3974.png,1.31
a0030-_MG_7844_N1.png,a0030-_MG_7844.png,6.58
a0030-_MG_7844_N2.png,a0030-_MG_7844.png,4.56
a0030-_MG_7844_N3.png,a0030-_MG_7844.png,2.81
a0030-_MG_7844_N4.png,a0030-_MG_7844.png,1.54
a0030-_MG_7844_P0.png,a0030-_MG_7844.png,7.57
a0030-_MG_7844_P1.png,a0030-_MG_7844.png,7.57
a0030-_MG_7844_P2.png,a0030-_MG_7844.png,6.52
a0030-_MG_7844_P3.png,a0030-_MG_7844.png,4.43
a0030-_MG_7844_P4.png,a0030-_MG_7844.png,2.51
a0031-WP_CRW_0736_N1.png,a0031-WP_CRW_0736.png,4.07
a0031-WP_CRW_0736_N2.png,a0031-WP_CRW_0736.png,2.11
a0031-WP_CRW_0736_N3.png,a0031-WP_CRW_0736.png,1.02
a0031-WP_CRW_0736_N4.png,a0031-WP_CRW_0736.png,0.62
a0031-WP_CRW_0736_P0.png,a0031-WP_CRW_0736.png,5.29
a0031-WP_CRW_0736_P1.png,a0031-WP_CRW_0736.png,5.62
a0031-WP_CRW_0736_P2.png,a0031-WP_CRW_0736.png,5.2
a0031-WP_CRW_0736_P3.png,a0031-WP_CRW_0736.png,3.29
a0031-WP_CRW_0736_P4.png,a0031-WP_CRW_0736.png,1.21
a0032-jmac_MG_0266_N1.png,a0032-jmac_MG_0266.png,2.43
a0032-jmac_MG_0266_N2.png,a0032-jmac_MG_0266.png,1.23
a0032-jmac_MG_0266_N3.png,a0032-jmac_MG_0266.png,0.86
a0032-jmac_MG_0266_N4.png,a0032-jmac_MG_0266.png,0.75
a0032-jmac_MG_0266_P0.png,a0032-jmac_MG_0266.png,5.33
a0032-jmac_MG_0266_P1.png,a0032-jmac_MG_0266.png,6.97
a0032-jmac_MG_0266_P2.png,a0032-jmac_MG_0266.png,7.28
a0032-jmac_MG_0266_P3.png,a0032-jmac_MG_0266.png,6.49
a0032-jmac_MG_0266_P4.png,a0032-jmac_MG_0266.png,4.53
a0033-KE_-2590_N1.png,a0033-KE_-2590.png,5.21
a0033-KE_-2590_N2.png,a0033-KE_-2590.png,3.58
a0033-KE_-2590_N3.png,a0033-KE_-2590.png,1.65
a0033-KE_-2590_N4.png,a0033-KE_-2590.png,0.8
a0033-KE_-2590_P0.png,a0033-KE_-2590.png,6.4
a0033-KE_-2590_P1.png,a0033-KE_-2590.png,7.11
a0033-KE_-2590_P2.png,a0033-KE_-2590.png,7.16
a0033-KE_-2590_P3.png,a0033-KE_-2590.png,6.18
a0033-KE_-2590_P4.png,a0033-KE_-2590.png,3.48
a0034-LSYD4O2202_N1.png,a0034-LSYD4O2202.png,5.68
a0034-LSYD4O2202_N2.png,a0034-LSYD4O2202.png,4.62
a0034-LSYD4O2202_N3.png,a0034-LSYD4O2202.png,3.69
a0034-LSYD4O2202_N4.png,a0034-LSYD4O2202.png,2.75
a0034-LSYD4O2202_P0.png,a0034-LSYD4O2202.png,6.15
a0034-LSYD4O2202_P1.png,a0034-LSYD4O2202.png,6.24
a0034-LSYD4O2202_P2.png,a0034-LSYD4O2202.png,6.01
a0034-LSYD4O2202_P3.png,a0034-LSYD4O2202.png,4.79
a0034-LSYD4O2202_P4.png,a0034-LSYD4O2202.png,3.29
a0035-dgw_048_N1.png,a0035-dgw_048.png,5.37
a0035-dgw_048_N2.png,a0035-dgw_048.png,4.66
a0035-dgw_048_N3.png,a0035-dgw_048.png,3.47
a0035-dgw_048_N4.png,a0035-dgw_048.png,1.79
a0035-dgw_048_P0.png,a0035-dgw_048.png,5.69
a0035-dgw_048_P1.png,a0035-dgw_048.png,4.93
a0035-dgw_048_P2.png,a0035-dgw_048.png,3.6
a0035-dgw_048_P3.png,a0035-dgw_048.png,2.56
a0035-dgw_048_P4.png,a0035-dgw_048.png,1.6
a0036-jn_2007_05_05__183_N1.png,a0036-jn_2007_05_05__183.png,5.07
a0036-jn_2007_05_05__183_N2.png,a0036-jn_2007_05_05__183.png,2.78
a0036-jn_2007_05_05__183_N3.png,a0036-jn_2007_05_05__183.png,1.46
a0036-jn_2007_05_05__183_N4.png,a0036-jn_2007_05_05__183.png,0.86
a0036-jn_2007_05_05__183_P0.png,a0036-jn_2007_05_05__183.png,7
a0036-jn_2007_05_05__183_P1.png,a0036-jn_2007_05_05__183.png,7.45
a0036-jn_2007_05_05__183_P2.png,a0036-jn_2007_05_05__183.png,6.71
a0036-jn_2007_05_05__183_P3.png,a0036-jn_2007_05_05__183.png,3.89
a0036-jn_2007_05_05__183_P4.png,a0036-jn_2007_05_05__183.png,2.02
a0037-jmacAlgarve_Sagres_07_N1.png,a0037-jmacAlgarve_Sagres_07.png,2.3
a0037-jmacAlgarve_Sagres_07_N2.png,a0037-jmacAlgarve_Sagres_07.png,1.24
a0037-jmacAlgarve_Sagres_07_N3.png,a0037-jmacAlgarve_Sagres_07.png,0.88
a0037-jmacAlgarve_Sagres_07_N4.png,a0037-jmacAlgarve_Sagres_07.png,0.8
a0037-jmacAlgarve_Sagres_07_P0.png,a0037-jmacAlgarve_Sagres_07.png,3.66
a0037-jmacAlgarve_Sagres_07_P1.png,a0037-jmacAlgarve_Sagres_07.png,5.61
a0037-jmacAlgarve_Sagres_07_P2.png,a0037-jmacAlgarve_Sagres_07.png,6.52
a0037-jmacAlgarve_Sagres_07_P3.png,a0037-jmacAlgarve_Sagres_07.png,5.4
a0037-jmacAlgarve_Sagres_07_P4.png,a0037-jmacAlgarve_Sagres_07.png,2.91
a0038-MB_070908_135_N1.png,a0038-MB_070908_135.png,6.5
a0038-MB_070908_135_N2.png,a0038-MB_070908_135.png,4.62
a0038-MB_070908_135_N3.png,a0038-MB_070908_135.png,2.53
a0038-MB_070908_135_N4.png,a0038-MB_070908_135.png,1.26
a0038-MB_070908_135_P0.png,a0038-MB_070908_135.png,7.28
a0038-MB_070908_135_P1.png,a0038-MB_070908_135.png,7.32
a0038-MB_070908_135_P2.png,a0038-MB_070908_135.png,6.59
a0038-MB_070908_135_P3.png,a0038-MB_070908_135.png,4.34
a0038-MB_070908_135_P4.png,a0038-MB_070908_135.png,2.03
a0039-jmac_DSC3406_N1.png,a0039-jmac_DSC3406.png,4.75
a0039-jmac_DSC3406_N2.png,a0039-jmac_DSC3406.png,2.34
a0039-jmac_DSC3406_N3.png,a0039-jmac_DSC3406.png,0.93
a0039-jmac_DSC3406_N4.png,a0039-jmac_DSC3406.png,0.7
a0039-jmac_DSC3406_P0.png,a0039-jmac_DSC3406.png,6.86
a0039-jmac_DSC3406_P1.png,a0039-jmac_DSC3406.png,7.47
a0039-jmac_DSC3406_P2.png,a0039-jmac_DSC3406.png,6.95
a0039-jmac_DSC3406_P3.png,a0039-jmac_DSC3406.png,4.6
a0039-jmac_DSC3406_P4.png,a0039-jmac_DSC3406.png,1.16
a0040-_DSC5693_N1.png,a0040-_DSC5693.png,7.43
a0040-_DSC5693_N2.png,a0040-_DSC5693.png,6.7
a0040-_DSC5693_N3.png,a0040-_DSC5693.png,4.68
a0040-_DSC5693_N4.png,a0040-_DSC5693.png,2.71
a0040-_DSC5693_P0.png,a0040-_DSC5693.png,7.79
a0040-_DSC5693_P1.png,a0040-_DSC5693.png,7.52
a0040-_DSC5693_P2.png,a0040-_DSC5693.png,6.2
a0040-_DSC5693_P3.png,a0040-_DSC5693.png,3.71
a0040-_DSC5693_P4.png,a0040-_DSC5693.png,1.83
a0041-IMG_4972_N1.png,a0041-IMG_4972.png,2.22
a0041-IMG_4972_N2.png,a0041-IMG_4972.png,1.22
a0041-IMG_4972_N3.png,a0041-IMG_4972.png,0.9
a0041-IMG_4972_N4.png,a0041-IMG_4972.png,0.7
a0041-IMG_4972_P0.png,a0041-IMG_4972.png,4.32
a0041-IMG_4972_P1.png,a0041-IMG_4972.png,5.86
a0041-IMG_4972_P2.png,a0041-IMG_4972.png,6.55
a0041-IMG_4972_P3.png,a0041-IMG_4972.png,6.61
a0041-IMG_4972_P4.png,a0041-IMG_4972.png,6.25
a0042-060813_155838__MG_6361_N1.png,a0042-060813_155838__MG_6361.png,5.06
a0042-060813_155838__MG_6361_N2.png,a0042-060813_155838__MG_6361.png,4.17
a0042-060813_155838__MG_6361_N3.png,a0042-060813_155838__MG_6361.png,3.01
a0042-060813_155838__MG_6361_N4.png,a0042-060813_155838__MG_6361.png,1.77
a0042-060813_155838__MG_6361_P0.png,a0042-060813_155838__MG_6361.png,5.46
